,Weight,Category,Screen_size,Screen_type,Screen_resolution,CPU_Brand,CPU_series,CPU_model,RAM,Storage_amount,Storage_type,Storage_info,GPU_Brand,GPU_Model,OS,original_price,after_discount,persian_info,full_info,discount_percent
1289,2.34 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i7,i7-5500U,16.0,82944.0,SSDSATA,,Nvidia Gforce,GT 850M,Dos,,,لپ تاپ اچ پی مدل کی 211 با پردازنده i7,ENVY 15 K211ne Core i7 16GB 1TB+8GB SSD 4GB,0.0
1290,2.23 KG,,15.6,diagonal HD BrightView WLED-backlit,768 * 1366,INTEL,Core i7,i7-5500U,8.0,1024.0,SATA,,Nvidia Gforce,840M,Dos,,,لپ تاپ اچ پی پاویلیون پی 214 با پردازنده i7,Pavilion-15 P214ne Core i7 8GB 1TB 4GB,0.0
1291,2.27 KG,,15.6,HD BrightView WLED-backlit,768 * 1366,INTEL,Core i7,i7-5500U,8.0,1024.0,SATA,,Nvidia Gforce,GT 840M,Dos,,,لپ تاپ اچ پی پاویلیون پی 261 با پردازنده i7,Pavilion 15 P261ne Core i7 8GB 1TB 2GB,0.0
1292,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-Backlit LCD,768 * 1366,INTEL,Core i5,i5-4210U,4.0,512000.0,SATA,,Intel,HD Graphics 4600,Dos,,,لپ تاپ فوجیتسو لایف بوک با پردازنده i5,LifeBook E554 Core i5 4GB 500GB Intel,0.0
1293,2.4 KG,,15.6,TFT LED-Backlit LCD,768 * 1366,INTEL,Core i7,i7-4702MQ,8.0,1024.0,SATA,,Nvidia Gforce,GT 720M,Dos,,,لپ تاپ فوجیتسو لایف بوک با پردازنده i7,LIFEBOOK-AH544-Core-i7-8GB-1TB-2GB,0.0
1294,2.17 KG,نوت بوک (لپ تاپ),15.6,Anti-Glare LED-Backlit,768 * 1366,INTEL,Core i3,i3-7020U,8.0,1024.0,HDD,,Intel,HD graphics 620,Dos,,,لپ تاپ دل مدل وسترو3581 با پردازنده i3,Vostro 3581 Core i3 8GB 1TB Intel HD Laptop,0.0
1295,2.17 KG,نوت بوک (لپ تاپ),15.6,Anti-Glare LED-Backlit,768 * 1366,INTEL,Core i3,i3-7020U,4.0,1024.0,HDD,,Intel,HD graphics 620,Dos,,,لپ تاپ دل مدل وسترو3581 با پردازنده i3,Vostro 3581 Core i3 4GB 1TB Intel HD Laptop,0.0
1296,1.95 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-8565U,16.0,1024.0,HDD,,Nvidia Gforce,MX130 GDDR5,Dos,,,لپ تاپ دل مدل Inspiron 5583 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 5583 Core i7 16GB 1TB 4GB Full HD Laptop,0.0
1297,2.17 KG,نوت بوک (لپ تاپ),15.6,Anti-Glare LED-Backlit,1080 * 1920,INTEL,Core i3,i3-7020U,8.0,1024.0,HDD,,Intel,HD graphics 620,Dos,,,لپ تاپ دل مدل اینسپایرون 3581 با پردازنده i3,Inspiron 3581 Core i3 8GB 1TB Intel Laptop,0.0
1298,2.1 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i5,i5-8250U,4.0,1024.0,SATA,,AMD Radeon,530GDDR5,Dos,,,لپ تاپ دل مدل Inspiron 15-5570 با پردازنده i5 و صفحه نمایش فول اچ دی,Inspiron 15-5570 Core i5 4GB 1TB 2GB Full HD Laptop,0.0
1299,2.1 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-8550U,16.0,1312768.0,SSDSATA,,AMD Radeon,AMD Radeon 530 Graphics with 4 G GDDR5,Dos,,,لپ تاپ دل مدل Inspiron 15-5570 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 15-5570 Core i7 16GB 2TB+128GB SSD 4GB Full HD Laptop,0.0
1300,2.2 KG,نوت بوک (لپ تاپ),15.6,Truelife LED-Backlit Display,768 * 1366,INTEL,Core i3,i3-6006U,4.0,512000.0,SATA,,Intel,HD Graphics 520,Dos,,,لپ تاپ دل مدل اینسپایرون 3567 با پردازنده i3,Inspiron 15 3567 Core i3 4GB 500GB Intel Laptop,0.0
1301,1.36 KG,نوت بوک (لپ تاپ),11.6,IPS LCD,768 * 1366,INTEL,Celeron,Pentium-N3710,4.0,512000.0,SATA,,Intel,HD Graphics 405,Microsoft Windows 10,,,لپ تاپ دل مدل اینسپایرون 3168 با پردازنده پنتیوم و صفحه نمایش لمسی,Inspiron 11 3168 N3710 4GB 500GB Intel Touch Laptop,0.0
1302,2.19 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i3,i3-5005U,4.0,512000.0,SATA,,Intel,HD Graphics 5500,Dos,,,لپ تاپ دل مدل اینسپایرون 3558 با پردازنده i3,Inspiron 15 3558 Core i3 4GB 500GB Intel Laptop,0.0
1303,2.1 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-8550U,16.0,2048.0,SATA,,AMD Radeon,AMD Radeon 530 Graphics with 4 G GDDR5,Dos,,,لپ تاپ دل مدل Inspiron 15-5570 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 15-5570 Core i7 16GB 2TB 4GB Full HD Laptop,0.0
1304,2.1 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-8550U,8.0,1024.0,SATA,,AMD Radeon,AMD Radeon 530 GDDR5,Dos,,,لپ تاپ دل مدل Inspiron 15-5570 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 15-5570 Core i7 8GB 1TB 4GB Full HD Laptop,0.0
1305,2.48 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-6200U,8.0,1024.0,SATA,,AMD Radeon,R5 M335,Dos,,,لپ تاپ اینسپایرون 5559 با پردازنده i5,Inspiron 15 5559 Core i5 8GB 1TB 2GB Laptop,0.0
1306,2.14 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i3,i3-5005U,4.0,1024.0,SATA,,Nvidia Gforce,920M,Dos,,,لپ تاپ دل مدل اینسپایرون 3558 با پردازنده i3,Inspiron 15 3558 Core i3 4GB 1TB 2GB Laptop,0.0
1307,3.78 KG,نوت بوک (لپ تاپ),17.3,LED-backlit IPS LCD,1080 * 1920,INTEL,Core i7,i7-6700HQ,16.0,2622464.0,SSDSATA,,Nvidia Gforce,GTX 980M,Microsoft Windows 10 Pro,,,لپ تاپ دل مدل آلین ور 17 آر 3 با پردازنده i7,Alienware 17 R3 Core i7 16GB 1TB+256GB SSD 4GB,0.0
1308,2.37 KG,نوت بوک (لپ تاپ),15.6,LED-backlit LCD,768 * 1366,INTEL,Core i7,i7-5500U,8.0,1024.0,SATA,,Nvidia Gforce,GT 840m,Dos,,,لپ تاپ اینسپایرون 3543 با پردازنده i7,Inspiron 3543 Core i7 8GB 1TB 2GB,0.0
1309,1.37 KG,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,,8.0,262144.0,SSD,حافظه خشک,Intel,Iris Plus Graphics 650,Apple Mac OS,,,لب تاپ اپل مک بوک پرو مدل MPXV2 دارای تاچ بار و صفحه نمایش رتینا,MacBook Pro 2017 MPXV2 13 inch with Touch Bar and Retina Display Laptop,0.0
1310,1.35 KG,,13.0,High-Resolution Widescreen LED-Backlit Glossy Display,900 * 1440,INTEL,Core i5,i5-4260U,8.0,262144.0,SSD,,Intel,HD Graphics 5000,Apple Mac OS,,,لب تاپ اپل مک بوک ایر مدل ام دی 761,MacBookAir-MD761B,0.0
1311,1.35 KG,,13.0,TFT LED-Backlit LCD,900 * 1440,INTEL,Core i5,5th Generation-Broadwell,4.0,131072.0,SSD,,Intel,HD Graphics 6000,Apple Mac OS,,,لب تاپ اپل مک بوک ایر مدل ام جی وی ای 2,MacBookAir-MJVE2,0.0
1312,1.29 KG,مک‌بوک,13.3,LED-backlit display with IPS technology,1600 * 2560,INTEL,Core i5,,8.0,524288.0,SSD,,Intel,Intel Iris Plus Graphics,Apple Mac OS,,,لپ تاپ اپل مک بوک ایر 2020 مدل MVH42,MacBook Air 2020 MVH42 13 inch with Retina Display Laptop,0.0
1313,1.62 KG,نوت بوک (لپ تاپ),14.1,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-4200U,4.0,512000.0,SATA,,Nvidia Gforce,GT 740M,Dos,,,لپ تاپ وسترو 5470 با پردازنده i5,Vostro 5470 Core i5 4GB 500GB 2GB Laptop,0.0
1314,1.4 KG,مک‌بوک,13.3,LED-backlit display with IPS technology,1600 * 2560,INTEL,Core i5,,16.0,524288.0,SSD,,Intel,Intel Iris Plus,Apple Mac OS,,,لپ تاپ 13 اینچی اپل مدل MacBook Pro MWP42 2020 Core i5 10th همراه با تاچ بار,MacBook Pro MWP42 2020 Core i5 10th 13 inch with Touch Bar and Retina Display Laptop,0.0
1315,1.29 KG,مک‌بوک,13.3,LED-backlit display with IPS technology,1600 * 2560,INTEL,Core i3,,8.0,262144.0,SSD,,Intel,Intel Iris Plus Graphics,Apple Mac OS,,,لپ تاپ اپل مک بوک ایر 2020 مدل MWTK2 با پردازنده i3,MacBook Air 2020 MWTK2 13 inch with Retina Display Laptop,0.0
1316,2.1 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-5200U,8.0,1024.0,SATA,,Nvidia Gforce,GT 920M,Dos,,,لپ تاپ اینسپایرون 5558 جی ال با پردازنده i5,Inspiron 15 5558GL Core i5 8GB 1TB 2GB,0.0
1317,1.35 KG,مک‌بوک,13.3,TFT LED-backlit LCD,900 * 1440,INTEL,Core i7,,8.0,131072.0,SSD,,Intel,HD Graphics 6000,Apple Mac OS,,,لپ تاپ 13 اینچی اپل مدل MacBook Air CTO 2017,MacBook Air CTO Z0UU i7 8GB 128GB 13.3 inch Laptop,0.0
1318,1.25 KG,مک‌بوک,13.3,IPS,1600 * 2560,INTEL,Core i5,,8.0,262144.0,SSD,,Intel,UHD Graphics 617,Apple Mac OS,,,لپ تاپ اپل مک بوک ایر 2019 مدل MVFL2,MacBook Air 2019 MVFL2 13.3 inch with Retina Display Laptop,0.0
1319,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-7500U,8.0,1024.0,SATA,,Nvidia Gforce,920MX GDDR5,Dos,,,لپ تاپ لنوو مدل آیدیاپد 320 با پردازنده i7 و صفحه نمایش فول اچ دی,IdeaPad 320 Core i7 8GB 1TB 2GB Full HD Laptop,0.0
1320,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-6200U,4.0,512000.0,SATA,,Nvidia Gforce,GTX 920MX,Dos,,,لپ تاپ لنوو مدل آیدیاپد 320 با پردازنده i5,IdeaPad 320 Core i5 4GB 500GB 2GB Laptop,0.0
1321,2.1 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i5,i5-6200U,4.0,1024.0,SATA,,AMD Radeon,R5 M430,Dos,,,لپ تاپ لنوو مدل وی 310 با پردازنده i5 و صفحه نمایش فول اچ دی,V310 Core i5 4GB 1TB 2GB Full HD Laptop,0.0
1322,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i7,i7-6500U,8.0,1024.0,SATA,,AMD Radeon,R5 M430,Dos,,,لپ تاپ لنوو مدل آیدیاپد 110 با پردازنده i7,IdeaPad 110 Core i7 8GB 1TB 2GB Laptop,0.0
1323,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,AMD,Carrizo,E1-7010,4.0,1024.0,SATA,,AMD Radeon,R5 M330,Dos,,,لپ تاپ لنوو مدل آیدیاپد 110 با پردازنده ای ام دی,IdeaPad 110 E1-7010 4GB 1TB 2GB Laptop,0.0
1324,1.8 KG,نوت بوک (لپ تاپ),14.0,IPS LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-7700HQ,8.0,1024.0,SATA,,Nvidia,940M,Dos,,,لپ تاپ لنوو مدل ThinkPad T470p با پردازنده i7 و صفحه نمایش فول اچ دی,ThinkPad T470p Core i7 8GB 1TB 2GB Full HD Laptop,0.0
1325,2.2 KG,نوت بوک (لپ تاپ),14.0,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-6200U,4.0,1024.0,SATA,,AMD Radeon,R5 M430,Dos,,,لپ تاپ لنوو مدل آیدیاپد 110 با پردازنده i5,IdeaPad 110 Core i5 4GB 1TB 2GB Laptop 14 Inch,0.0
1326,2.4 KG,نوت بوک (لپ تاپ),15.6,IPS LCD,1080 * 1920,INTEL,Core i7,i7-7700HQ,16.0,2622464.0,SSDSATA,,Nvidia Gforce,GTX 1060 WITH MAX-Q DESIGN DDR5,,,,لپ تاپ لنوو مدل وای 520 با پردازنده i7 و صفحه نمایش فول اچ دی,Y520 Core i7 16GB 1TB+256GB SSD 6GB Full HD Laptop,0.0
1327,1.8 KG,نوت بوک (لپ تاپ),14.0,TFT LED-backlit LCD,768 * 1366,INTEL,Core i7,i7-7500U,8.0,1024.0,SATA,,Nvidia Gforce,940MX DDR5,Dos,,,لپ تاپ لنوو مدل ای 470 با پردازنده i7,ThinkPad E470 Core i7 8GB 1TB 2GB Laptop,0.0
1328,2.1 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-7200U,8.0,1024.0,SATA,,AMD Radeon,R5 M430,Dos,,,لپ تاپ لنوو مدل آیدیاپد وی 510 با پردازنده i5,IdeaPad V510 Core i5 8GB 1TB 2GB Laptop,0.0
1329,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,AMD,Carrizo,E1-7010,4.0,512000.0,SATA,,AMD Radeon,Radeon R2,Dos,,,لپ تاپ لنوو مدل آیدیاپد 110 با پردازنده ای ام دی,IdeaPad 110 E1-7010 4GB 500GB Intel Laptop,0.0
1330,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-7500U,12.0,2048.0,SATA,,Nvidia Gforce,920M,Dos,,,لپ تاپ لنوو مدل آیدیاپد 310 با پردازنده i7 و صفحه نمایش فول اچ دی,Ideapad 310 Core i7 12GB 2TB 2GB Full HD Laptop,0.0
1331,2.3 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-4260U,4.0,1024.0,SATA,,Nvidia Gforce,920M,Dos,,,لپ تاپ لنوو مدل 100 با پردازنده i5,IdeaPad 100 Core i5 4GB 1TB 2GB Laptop,0.0
1332,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i7,i7-7500U,8.0,2048.0,SATA,,Nvidia Gforce,920M,Dos,,,لپ تاپ لنوو مدل آیدیاپد 310 با پردازنده i7,Ideapad 310 Core i7 8GB 2TB 2GB Laptop,0.0
1333,2.32 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i3,i3-5005U,4.0,512000.0,SATA,,AMD Radeon,R5 M330,Dos,,,لپ تاپ لنوو مدل بی 5180 با پردازنده i3,B5180 Core i3 4GB 500GB 1GB Laptop,0.0
1334,2.36 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i7,i7-5500U,16.0,1024.0,SATA,,AMD Radeon,R7 M265,Dos,,,لپ تاپ لنوو مدل تینک پد ای 550 با پردازنده i7,ThinkPad E550 Core i7 16GB 1TB 2GB Laptop,0.0
1335,2.3 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-6500U,8.0,2048.0,SATA,,AMD Radeon,R7 M360,Dos,,,لپ تاپ لنوو مدل 500 با پردازنده i7 و صفحه نمایش فول اچ دی,IdeaPad 500 Core i7 8GB 2TB 4GB Full HD Laptop,0.0
1336,2.3 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i3,i3-5005U,4.0,512000.0,SATA,,Intel,HD Graphics 5500,Dos,,,لپ تاپ لنوو مدل 100 با پردازنده i3,IdeaPad 100 Core i3 4GB 500GB Intel,0.0
1337,2.3 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-5200U,4.0,512000.0,SATA,,Nvidia Gforce,920M,Dos,,,لپ تاپ لنوو مدل 100 با پردازنده i5,IdeaPad 100 Core i5 4GB 500GB 1GB Laptop,0.0
1338,2.1 KG,نوت بوک (لپ تاپ),14.0,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-5200U,8.0,1024.0,SATA,,AMD Radeon,R5 M330,Dos,,,لپ تاپ لنوو مدل ای 4080 با پردازنده i5,E4080 Core i5 8GB 1TB 2GB,0.0
1339,2.5 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,AMD,,A4-6210,4.0,512000.0,SATA,,AMD Radeon,R5 M230,Dos,,,لپ تاپ لنوو مدل جی 5045 با پردازنده ای ام دی,G5045 A4-6210 4GB 500GB 2GB,0.0
1340,2.39 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-4720HQ,8.0,82944.0,SSDSATA,,Nvidia Gforce,GTX 960M,Dos,,,لپ تاپ لنوو مدل وای 5070 با پردازنده i7 با صفحه نمایش فول اچ دی به همراه دی وی دی رایتر اکسترنال,Y5070 Core i7 8GB 1TB+8GB SSD 4GB Full HD + External ODD Drive,0.0
1341,2.3 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i7,i7-6500U,8.0,1024.0,SATA,,AMD Radeon,R5 M330,Dos,,,لپ تاپ لنوو مدل ای 5180 با پردازنده i7,E5180 Core i7 8GB 1TB 2GB Laptop,0.0
1342,2.36 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i5,i5-6200U,8.0,1024.0,SATA,,AMD Radeon,R7-M370,Dos,,,لپ تاپ لنوو مدل ای E560 با پردازنده i5,ThinkPad E560 Core i5 8GB 1TB 2GB,0.0
1343,1.83 KG,مک‌بوک,15.4,IPS LCD,1800 * 2880,INTEL,Core i7,,16.0,262144.0,SSD,,AMD,Radeon Pro 555X with 4GB of GDDR5Intel UHD Graphics 630,Apple Mac OS,,,لپ تاپ اپل مک بوک پرو 2019 مدل MV922 دارای تاچ بار و صفحه نمایش رتینا,MacBook Pro 2019  MV922 Core i7 15.4 inch with Touch Bar and Retina Display Laptop,0.0
1344,1.25 KG,مک‌بوک,13.3,IPS,1600 * 2560,INTEL,Core i5,,8.0,131072.0,SSD,حافظه خشک,Intel,UHD Graphics 617,Apple Mac OS,,,لپ تاپ اپل مک بوک ایر مدل MRE82,MacBook Air 2018 MRE82 13.3 inch with Retina Display Laptop,0.0
1345,1.25 KG,مک‌بوک,13.3,IPS,1600 * 2560,INTEL,Core i5,,8.0,131072.0,SSD,حافظه خشک,Intel,UHD Graphics 617,Apple Mac OS,,,لپ تاپ اپل مک بوک ایر مدل MREE2,MacBook Air 2018 MREE2 13.3 inch with Retina Display Laptop,0.0
1346,1.8 KG,نوت بوک (لپ تاپ),14.0,TFT LED-backlit IPS LCD,1080 * 1920,INTEL,Core i5,i5-8265U,8.0,1024.0,HDD,,AMD,Radeon 530,Dos,,,لپ تاپ لنوو مدل ای 490 با پردازنده i5,ThinkPad E490 Core i5 8GB 1TB 2GB Laptop,0.0
1347,1.25 KG,مک‌بوک,13.3,IPS,1600 * 2560,INTEL,Core i5,,8.0,131072.0,SSD,حافظه خشک,Intel,UHD Graphics 617,Apple Mac OS,,,لپ تاپ اپل مک بوک ایر 2019 مدل MVFK2,MacBook Air 2019 MVFK2 13.3 inch with Retina Display Laptop,0.0
1348,1.85 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Celeron,Celeron-3867U,4.0,512000.0,HDD,,Intel,HD Graphics 610,Dos,,,لپ تاپ لنوو مدل وی 130 با پردازنده سلرون,Ideapad V130 3867U 4GB 500GB Intel Laptop,0.0
1349,1.85 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i3,i3-8145U,4.0,1024.0,HDD,,Nvidia Gforce,MX110,Dos,,,لپ تاپ لنوو مدل آیدیاپد S145 با پردازنده i3,IdeaPad S145 Core i3 4GB 1TB 2GB HD Laptop,0.0
1350,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS LCD,1080 * 1920,INTEL,Core i7,i7-8750H,16.0,2622464.0,SSDHDD,,Nvidia Gforce,GTX 1060 DDR5,,,,لپ تاپ لنوو مدل وای 530 با پردازنده i7 و صفحه نمایش فول اچ دی,Y530 Core i7 16GB 1TB+256GB SSD 6GB Full HD Laptop,0.0
1351,1.95 KG,نوت بوک (لپ تاپ),15.6,LED-backlit IPS LCD,1080 * 1920,INTEL,Core i7,i7-8550U,8.0,262144.0,SSD,حافظه خشک,Nvidia Gforce,MX150,,,,لپ تاپ لنوو مدل آیدیاپد 530S با پردازنده i7 و صفحه نمایش فول اچ دی,IdeaPad 530S Core i7 8GB 256GB SSD 2GB Full HD Laptop,0.0
1352,1.9 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-8550U,8.0,1311744.0,SSDHDD,,AMD,R5 M540,Dos,,,لپ تاپ لنوو مدل آیدیاپد 330s با پردازنده i7,IdeaPad 330s Core i7 8GB 1TB With 128GB SSD 4GB Full HD Laptop,0.0
1353,1.37 KG,مک‌بوک,13.3,IPS LCD,1600 * 2560,INTEL,Core i5,,8.0,131072.0,SSD,,AMD,Intel Iris Plus Graphics 645,Apple Mac OS,,,لپ تاپ اپل مک بوک پرو 2019 مدل MUHQ2 دارای تاچ بار و صفحه نمایش رتینا,MacBook Pro 2019 MUHQ2 Core i5 13 inch with Touch Bar and Retina Display Laptop,0.0
1354,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS LCD,1080 * 1920,INTEL,Core i7,i7-8750H,16.0,1311744.0,SSDHDD,,Nvidia Gforce,GTX 1050 TI DDR5,,,,لپ تاپ لنوو مدل وای 530 با پردازنده i7 و صفحه نمایش فول اچ دی,Y530 Core i7 16GB 1TB+128GB SSD 4GB Full HD Laptop,0.0
1355,2.2 KG,نوت بوک (لپ تاپ),15.6,TN LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-8550U,12.0,1311744.0,SSDHDD,,Nvidia Gforce,MX150,,,,لپ تاپ لنوو مدل آیدیاپد 330 با پردازنده i7 و گرافیک انویدیا,IdeaPad 330- BZ Core i7 8550U 12GB 1TB 128GB SSD 4GB Full HD Laptop,0.0
1356,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i5,i5-9300H,8.0,2622464.0,SSDHDD,,Nvidia Gforce,GeForce GTX 1650 DDR5,Dos,,,لپ تاپ لنوو مدل آیدیاپد L340 با پردازنده i5,IdeaPad L340 Core i5 8GB 1TB 256GB SSD 4GB Full HD Laptop,0.0
1357,1.9 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-8550U,8.0,1024.0,HDD,,Nvidia,MX130 GDDR5,Dos,,,لپ تاپ لنوو مدل آیدیاپد 320S با پردازنده i7,IdeaPad 320S Core i7 8GB 1TB 2GB Laptop,0.0
1358,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,AMD,Ryzen 5,2500U,8.0,1024.0,HDD,,AMD,Radeon RX Vega 8,Dos,,,لپ تاپ لنوو مدل آیدیاپد 330 با پردازنده AMD,IdeaPad 330 Ryzen5 2500U 8GB 1TB AMD Laptop,0.0
1359,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-8550U,8.0,1024.0,HDD,,Nvidia Gforce,MX150 GDDR5,Dos,,,لپ تاپ لنوو مدل آیدیاپد 320 با پردازنده i7 و صفحه نمایش فول اچ دی,IdeaPad 320 Core i7 8550U 8GB 1TB 4GB Full HD Laptop,0.0
1360,1.39 KG,نوت بوک (لپ تاپ),11.6,TFT LED-backlit LCD,768 * 1366,INTEL,Celeron,Celeron-N3060,2.0,32768.0,SSD,حافظه خشک,Intel,400 HD Graphics,Microsoft Windows 10,,,لپ تاپ لنوو مدل Yoga 300  با پردازنده سلرون و صفحه نمایش لمسی,Yoga 300 N3060 2GB 32GB SSD Intel Touch Laptop,0.0
1361,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS LCD,1080 * 1920,INTEL,Core i5,i5-8250U,4.0,1024.0,HDD,,Nvidia Gforce,150MX,Dos,,,لپ تاپ لنوو مدل آیدیاپد 520 با پردازنده i5 و صفحه نمایش فول اچ دی,IdeaPad 520 Core i5 8250U 4GB 1TB 2GB Full HD Laptop,0.0
1362,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-7500U,8.0,1024.0,SATA,,Nvidia Gforce,920M,Dos,,,لپ تاپ لنوو مدل آیدیاپد 320 با پردازنده i7 و صفحه نمایش فول اچ دی,IdeaPad 320 Core i7 8GB 1TB 4GB Full HD Laptop,0.0
1363,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,AMD,Bristol Ridge,FX-9800P,8.0,1024.0,SATA,,AMD Radeon,530M GDDR5,Dos,,,لپ تاپ لنوو مدل آیدیاپد 320 با پردازنده AMD,IdeaPad 320 FX-9800P 8GB 1TB 4GB Laptop,0.0
1364,2.1 KG,نوت بوک (لپ تاپ),14.0,TFT LED-backlit LCD,768 * 1366,INTEL,Core i3,i3-7100U,4.0,1024.0,SATA,,Nvidia Gforce,GTX 920MX,Dos,,,لپ تاپ لنوو مدل آیدیاپد 320 با پردازنده i3 و صفحه نمایش 14 اینچ,IdeaPad 320 Core i3 4GB 1TB 2GB Laptop 14 Inch,0.0
1365,2.3 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,768 * 1366,INTEL,Core i3,i3-6006U,4.0,512000.0,SATA,,Nvidia,940MX,Dos,,,لپ تاپ لنوو مدل ای 570 با پردازنده i3,ThinkPad E570 Core i3 4GB 500GB 2GB Laptop,0.0
1366,2.5 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-7700HQ,16.0,2622464.0,SSDSATA,,Nvidia Gforce,GTX 1050 Ti DDR5,Dos,,,لپ تاپ ایسوس مدل ROG GL553VE با پردازنده i7 و صفحه نمایش فول اچ دی,ROG GL553VE Core i7 16GB 1TB+256GB SSD 4GB Full HD Laptop,0.0
1368,2.2 KG,نوت بوک (لپ تاپ),15.6,TFT LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-7500U,16.0,2048.0,SATA,,Nvidia Gforce,940M,Dos,,,لپ تاپ لنوو مدل آیدیاپد 320 با پردازنده i7 و صفحه نمایش فول اچ دی,IdeaPad 320 Core i7 16GB 2TB 4GB Full HD Laptop,0.0
