,Weight,Category,Screen_size,Screen_type,Screen_resolution,CPU_Brand,CPU_series,CPU_model,RAM,Storage_amount,Storage_type,Storage_info,GPU_Brand,GPU_Model,OS,original_price,after_discount,persian_info,full_info,discount_percent
3781,1.6 KG,نوت بوک (لپ تاپ),14.0,HD,768 * 1366,INTEL,Core i5,i5-1135G7,12.0,5243904.0,SSDHDD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX330,Dos,,,لپ تاپ ایسوس 14 اینچی HD مدل VivoBook R465EP پردازنده Core i5 1135G7 رم 12GB حافظه 1TB 512GB SSD گرافیک 2GB MX330,VivoBook R465EP Core i5 1135G7 12GB 1TB 512GB SSD 2GB MX330 HD Laptop,0.0
3782,1.8 KG,نوت بوک (لپ تاپ),15.6,فول اچ دی,1080 * 1920,AMD,Ryzen 5,Ryzen 5 3500U,4.0,1024.0,HDD,,Intel,,,,,لپ تاپ ایسوس 15.6 اینچی مدل M515DA پردازنده Ryzen 5 3500U رم 4GB حافظه 1TB گرافیک Intel,M515DA Ryzen 5 3500U 4GB 1TB Intel Full HD Laptop,0.0
3783,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,AMD,Ryzen 7,Ryzen 7 4800H,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA GeForce GTX 1650,,,,لپ تاپ ایسوس 15.6 اینچی مدل ROG Strix G513IH پردازنده Ryzen 7 4800H رم 16GB حافظه 1TB SSD گرافیک 4GB 1650,ROG Strix G15 G513IH Ryzen 7 4800H 16GB 1TB SSD 4GB 1650 Full HD Laptop,0.0
3784,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,i7-10870H,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® GTX 1650,,,,لپ تاپ ایسوس 15.6 اینچی مدل FX506LH پردازنده Core i7 10870H رم 16GB حافظه 512GB SSD گرافیک 4GB,TUF Gaming FX506LH Core i7 10870H 16GB 512GB SSD 4GB Full HD Laptop,0.0
3785,2.4 KG,نوت بوک (لپ تاپ),17.3,IPS,1080 * 1920,AMD,Ryzen 7,,16.0,2048.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA GeForce RTX 3050TI,,,,لپ تاپ ایسوس 17.3 اینچی مدل ROG Strix G713QE پردازنده Ryzen 7 5800H رم 16GB حافظه 2TB SSD گرافیک 4GB 3050TI,ROG Strix G713QE Ryzen 7 5800H 16GB 2TB SSD 4GB RTX 3050TI Full HD Laptop,0.0
3786,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,i7-10870H,8.0,1024.0,HDD,,Nvidia Gforce,GeForce® GTX 1650,,,,لپ تاپ ایسوس 15.6 اینچی مدل FX506LH پردازنده Core i7 10870H رم 8GB حافظه 1TB گرافیک 4GB,TUF Gaming FX506LH Core i7 10870H 8GB 1TB 4GB Full HD Laptop,0.0
3787,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS-level panel,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,524288.0,SSD,,Nvidia,GeForce RTX™ 2060,,,,لپ تاپ ایسوس 15.6 اینچی مدل G512LV پردازنده Core i7 10750H رم 32GB حافظه 512GB گرافیک 6GB,ROG Strix G512LV Core i7 10750H 32GB 512GB SSD 6GB 2060 Full HD Laptop,0.0
3788,2.4 KG,نوت بوک (لپ تاپ),17.3,IPS,1080 * 1920,AMD,Ryzen 7,,32.0,2048.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA GeForce RTX 3050TI,,,,لپ تاپ ایسوس 17.3 اینچی مدل ROG Strix G713QE پردازنده Ryzen 7 5800H رم 32GB حافظه 2TB SSD گرافیک 4GB 3050TI,ROG Strix G713QE Ryzen 7 5800H 32GB 2TB SSD 4GB RTX 3050TI Full HD Laptop,0.0
3789,2.3 KG,نوت بوک (لپ تاپ),15.6,IPSWQHD 2K,1440 * 2304,AMD,Ryzen 9,Ryzen 9 5900HX,32.0,2048.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA GeForce RTX 3080,,,,لپ تاپ ایسوس 15.6 اینچی مدل G533QS پردازنده Ryzen 9 5900HX رم 32GB حافظه 2TB SSD گرافیک 16GB 3080,ROG Strix SCAR 15 G533QS Ryzen 9 5900HX 32GB 2TB SSD 16GB 3080 WQHD 2K Laptop,0.0
3790,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS-level panel,1080 * 1920,INTEL,Core i7,i7 10750H,24.0,524288.0,SSD,,Nvidia,GeForce RTX™ 2060,,,,لپ تاپ ایسوس 15.6 اینچی مدل G512LV پردازنده Core i7 10750H رم 24GB حافظه 512GB گرافیک 6GB,ROG Strix G512LV Core i7 10750H 24GB 512GB SSD 6GB 2060 Full HD Laptop,0.0
3791,2.3 KG,نوت بوک (لپ تاپ),15.6,IPSWQHD 2K,1440 * 2304,AMD,Ryzen 9,Ryzen 9 5900HX,64.0,2048.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA GeForce RTX 3080,,,,لپ تاپ ایسوس 15.6 اینچی مدل G533QS پردازنده Ryzen 9 5900HX رم 64GB حافظه 2TB SSD گرافیک 16GB 3080,ROG Strix SCAR 15 G533QS Ryzen 9 5900HX 64GB 2TB SSD 16GB 3080 WQHD 2K Laptop,0.0
3792,1.6 KG,نوت بوک (لپ تاپ),14.0,FULL HD,1080 * 1920,INTEL,Core i5,i5 10210U,12.0,1024.0,HDD,,Nvidia Gforce,GeForce® MX130,Dos,,,لپ تاپ ایسوس 14 اینچی مدل P2458 پردازنده Core i5 10210U رم 12GB حافظه 1TB گرافیک 2GB MX130,P2458 Core i5 10210U 12GB 1TB 2GB MX130 FHD Laptop,0.0
3793,2.4 KG,نوت بوک (لپ تاپ),16.0,OLED,2160 * 3840,INTEL,Core i7,i7-11800H,32.0,1024.0,SSD,SSD NVMe,Nvidia,RTX A3000,,,,لپ تاپ ایسوس 16 اینچی مدل ProArt W7600H3A پردازنده Core i7 11800H رم 32GB حافظه 1TB SSD گرافیک 6GB RTX A3000,ProArt W7600H3A Core i7 11800H 32GB 1TB SSD 6GB RTX A3000 OLED 4K Laptop,0.0
3794,1.6 KG,نوت بوک (لپ تاپ),14.0,FULL HD,1080 * 1920,INTEL,Core i5,i5 10210U,8.0,1024.0,HDD,,Nvidia Gforce,GeForce® MX130,Dos,,,لپ تاپ ایسوس 14 اینچی مدل P2458 پردازنده Core i5 10210U رم 8GB حافظه 1TB گرافیک 2GB MX130,P2458 Core i5 10210U 8GB 1TB 2GB MX130 FHD Laptop,0.0
3795,1.6 KG,نوت بوک (لپ تاپ),14.0,FULL HD,1080 * 1920,INTEL,Core i5,i5 10210U,8.0,2622464.0,SSDHDD,SSD NVMe,Nvidia Gforce,GeForce® MX130,Dos,,,لپ تاپ ایسوس 14 اینچی مدل P2458 پردازنده Core i5 10210U رم 8GB حافظه 1TB 256GB SSD گرافیک 2GB MX130,P2458 Core i5 10210U 8GB 1TB 256GB SSD 2GB MX130 FHD Laptop,0.0
3796,1.8 KG,نوت بوک (لپ تاپ),15.6,Full HD (1920×1080),1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,5243904.0,SSDHDD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX350,Dos,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K513EQ پردازنده Core i5 1135G7 رم 8GB حافظه 1TB 512GB SSD گرافیک 2GB,ASUS VivoBook K513EQ Core i5 1135G7 8GB 1TB 512GB SSD 2GB MX350 Full HD Laptop,0.0
3797,1.7 KG,نوت بوک (لپ تاپ),15.6,فول اچ دی,1080 * 1920,AMD,Ryzen 7,Ryzen 7 3700U,8.0,2622464.0,SSDHDD,SSD NVMe,AMD,AMD RX VEGA 10,,,,لپ تاپ ایسوس 15.6 اینچی مدل F512DA پردازنده Ryzen 7 3700U رم 8GB حافظه 1TB 256GB SSD گرافیک 2GB,F512DA Ryzen 7 3700U 8GB 1TB 256GB SSD 2GB Full HD Laptop,0.0
3798,1.8 KG,نوت بوک (لپ تاپ),15.6,Full HD (1920×1080),1080 * 1920,INTEL,Core i5,i5-1135G7,20.0,2622464.0,SSDHDD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX350,Dos,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K513EQ پردازنده Core i5 1135G7 رم 20GB حافظه 1TB 256GB SSD گرافیک 2GB,ASUS VivoBook K513EQ Core i5 1135G7 20GB 1TB 256GB SSD 2GB MX350 Full HD Laptop,0.0
3799,1.8 KG,نوت بوک (لپ تاپ),15.6,Full HD (1920×1080),1080 * 1920,INTEL,Core i5,i5-1135G7,20.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX350,Dos,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K513EQ پردازنده Core i5 1135G7 رم 20GB حافظه 512GB SSD گرافیک 2GB,ASUS VivoBook K513EQ Core i5 1135G7 20GB 512GB SSD 2GB MX350 Full HD Laptop,0.0
3800,1.8 KG,نوت بوک (لپ تاپ),15.6,Full HD (1920×1080),1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX350,Dos,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K513EQ پردازنده Core i5 1135G7 رم 8GB حافظه 512GB SSD گرافیک 2GB,ASUS VivoBook K513EQ Core i5 1135G7 8GB 512GB SSD 2GB MX350 Full HD Laptop,0.0
3801,1.8 KG,نوت بوک (لپ تاپ),15.6,Full HD (1920×1080),1080 * 1920,INTEL,Core i5,i5-1135G7,20.0,5243904.0,SSDHDD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX350,Dos,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K513EQ پردازنده Core i5 1135G7 رم 20GB حافظه 1TB 512GB SSD گرافیک 2GB,ASUS VivoBook K513EQ Core i5 1135G7 20GB 1TB 512GB SSD 2GB MX350 Full HD Laptop,0.0
3802,1.95 KG,نوت بوک (لپ تاپ),16.0,OLED4K,2160 * 3840,INTEL,Core i7,i7-11370H,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GeForce RTX 3050,,,,لپ تاپ ایسوس 16 اینچی مدل VivoBook Pro 16X OLED N7600PC پردازنده Core i7 11370H رم 16GB حافظه 1TB SSD گرافیک 4GB 3050,VivoBook Pro 16X OLED N7600PC Core i7 11370H 16GB 1TB SSD 4GB RTX 3050 4K Laptop,0.0
3803,1.9 KG,نوت بوک (لپ تاپ),15.6,LED-backlit HD,768 * 1366,INTEL,Core i3,i3-7020U,4.0,1024.0,HDD,,Intel,Intel UHD Graphics 620,,,,لپ تاپ ایسوس مدل VivoBook X543UA پردازنده Core i3 رم 4GB حافظه 1TB گرافیک Intel بدون ODD,VivoBook X543UA Core i3 4GB 1TB Intel No ODD Laptop,0.0
3804,1.8 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1065 G7,8.0,1024.0,HDD,,Nvidia Gforce,NVIDIA Geforce MX330,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 8GB حافظه 1TB گرافیک 2GB MX330,VivoBook R565JP Core i7 1065G7 8GB 1TB 2GB MX330 Full HD Laptop,0.0
3805,1.9 KG,نوت بوک (لپ تاپ),15.6,LED-backlit HD,768 * 1366,INTEL,Core i3,i3-7020U,8.0,1024.0,HDD,,Intel,Intel UHD Graphics 620,,,,لپ تاپ ایسوس مدل VivoBook X543UA پردازنده Core i3 رم 8GB حافظه 1TB گرافیک Intel بدون ODD,VivoBook X543UA Core i3 8GB 1TB Intel No ODD Laptop,0.0
3806,1.8 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1065 G7,12.0,524288.0,SSD,,Nvidia Gforce,NVIDIA Geforce MX330,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 12GB حافظه 512GB SSD گرافیک 2GB MX330,VivoBook R565JP Core i7 1065G7 12GB 512GB SSD 2GB MX330 Full HD Laptop,0.0
3807,1.6 KG,نوت بوک (لپ تاپ),14.0,TFT,768 * 1366,INTEL,Core i3,i3-1005 G1,4.0,262144.0,SSD,,Intel,Integrated Intel UHD Graphics,,,,لپ تاپ ایسوس 14 اینچی مدل X409 پردازنده Core i3 رم 4GB حافظه 256GB SSD گرافیک Intel,X409 Core i3 1005G1 4GB 256GB SSD Intel HD Laptop,0.0
3808,1.8 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1065 G7,8.0,524288.0,SSD,,Nvidia Gforce,NVIDIA Geforce MX330,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 8GB حافظه 512GB SSD گرافیک 2GB MX330,VivoBook R565JP Core i7 1065G7 8GB 512GB SSD 2GB MX330 Full HD Laptop,0.0
3809,1.6 KG,نوت بوک (لپ تاپ),14.0,TFT,768 * 1366,INTEL,Core i3,i3-1005 G1,4.0,1024.0,SSD,,Intel,Integrated Intel UHD Graphics,,,,لپ تاپ ایسوس 14 اینچی مدل X409 پردازنده Core i3 رم 4GB حافظه 1TB SSD گرافیک Intel,X409 Core i3 1005G1 4GB 1TB SSD Intel HD Laptop,0.0
3810,1.8 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1065 G7,12.0,2622464.0,SSDHDD,,Nvidia Gforce,NVIDIA Geforce MX330,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 12GB حافظه 1TB 256GB SSD گرافیک 2GB MX330,VivoBook R565JP Core i7 1065G7 12GB 1TB 256GB SSD 2GB MX330 Full HD Laptop,0.0
3811,1.8 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1065 G7,12.0,1024.0,SSD,,Nvidia Gforce,NVIDIA Geforce MX330,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 12GB حافظه 1TB SSD گرافیک 2GB MX330,VivoBook R565JP Core i7 1065G7 12GB 1TB SSD 2GB MX330 Full HD Laptop,0.0
3812,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS-level panel,1080 * 1920,INTEL,Core i7,i7 10750H,24.0,1024.0,SSD,,Nvidia,GeForce RTX™ 2060,,,,لپ تاپ ایسوس 15.6 اینچی مدل G512LV پردازنده Core i7 10750H رم 24GB حافظه 1TB SSD گرافیک 6GB,ROG Strix G512LV Core i7 10750H 24GB 1TB SSD 6GB 2060 Full HD Laptop,0.0
3813,1.8 KG,نوت بوک (لپ تاپ),15.6,Full HD (1920×1080),1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,2622464.0,SSDHDD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX350,Dos,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K513EQ پردازنده Core i5 1135G7 رم 8GB حافظه 1TB 256GB SSD گرافیک 2GB,ASUS VivoBook K513EQ Core i5 1135G7 8GB 1TB 256GB SSD 2GB MX350 Full HD Laptop,0.0
3814,1.8 KG,نوت بوک (لپ تاپ),15.6,TFT HD,768 * 1366,INTEL,Core i3,i3-1005 G1,4.0,1024.0,HDD,,Nvidia Gforce,GeForce® MX130,,,,لپ تاپ ایسوس 15.6 اینچی مدل X515JF پردازنده Core i3 1005G1 رم 4GB حافظه 1TB گرافیک 2GB,X515JF Core i3 1005G1 4GB 1TB 2GB MX130 HD Laptop,0.0
3815,1.8 KG,نوت بوک (لپ تاپ),15.6,TFT HD,768 * 1366,INTEL,Core i3,i3-1005 G1,8.0,2622464.0,SSDHDD,SSD NVMe,Nvidia Gforce,GeForce® MX130,,,,لپ تاپ ایسوس 15.6 اینچی مدل X515JF پردازنده Core i3 1005G1 رم 8GB حافظه 1TB 256GB SSD گرافیک 2GB,X515JF Core i3 1005G1 8GB 1TB 256GB SSD 2GB MX130 HD Laptop,0.0
3816,1.8 KG,نوت بوک (لپ تاپ),15.6,TFT HD,768 * 1366,INTEL,Core i3,i3-1005 G1,8.0,1024.0,HDD,,Nvidia Gforce,GeForce® MX130,,,,لپ تاپ ایسوس 15.6 اینچی مدل X515JF پردازنده Core i3 1005G1 رم 8GB حافظه 1TB گرافیک 2GB,X515JF Core i3 1005G1 8GB 1TB 2GB MX130 HD Laptop,0.0
3817,1.8 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1065 G7,12.0,5243904.0,SSDHDD,,Nvidia Gforce,NVIDIA Geforce MX330,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565JP پردازنده Core i7 1065G7 رم 12GB حافظه 1TB 512GB SSD گرافیک 2GB MX330,VivoBook R565JP Core i7 1065G7 12GB 1TB 512GB SSD 2GB MX330 Full HD Laptop,0.0
3818,1.6 KG,نوت بوک (لپ تاپ),14.0,Full HD (1920×1080) IPS,1080 * 1920,INTEL,Core i5,i5-1135G7,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX450,,,,لپ تاپ ایسوس 14 اینچی مدل ZenBook Duo 14 UX482EG با پردازنده Core i5 رم 16GB حافظه 1TB SSD گرافیک 2GB,ZenBook Duo 14 UX482EG Core i5 1135G7 16GB 1TB SSD 2GB Full HD Laptop,0.0
3819,1.8 KG,نوت بوک (لپ تاپ),15.6,TFT HD,768 * 1366,INTEL,Core i3,i3-1005 G1,8.0,1311744.0,SSDHDD,SSD NVMe,Nvidia Gforce,GeForce® MX130,,,,لپ تاپ ایسوس 15.6 اینچی مدل X515JF پردازنده Core i3 1005G1 رم 8GB حافظه 1TB 128GB SSD گرافیک 2GB,X515JF Core i3 1005G1 8GB 1TB 128GB SSD 2GB MX130 HD Laptop,0.0
3820,1.8 KG,نوت بوک (لپ تاپ),15.6,TFT HD,768 * 1366,INTEL,Core i3,i3-1005 G1,4.0,1311744.0,SSDHDD,SSD NVMe,Nvidia Gforce,GeForce® MX130,,,,لپ تاپ ایسوس 15.6 اینچی مدل X515JF پردازنده Core i3 1005G1 رم 4GB حافظه 1TB 128GB SSD گرافیک 2GB,X515JF Core i3 1005G1 4GB 1TB 128GB SSD 2GB MX130 HD Laptop,0.0
3821,1.2 KG,آلترابوک,13.3,"IPS, LED-Backlite",1080 * 1920,INTEL,Core i7,i7 1165G7,16.0,1024.0,SSD,,Intel,Iris Plus Graphics,,,,لپ تاپ ایسوس 13 اینچی مدل ZenBook Flip S13 UX371EA پردازنده Core i7 1165G7 رم 16GB حافظه 1TB SSD گرافیک Intel,ZenBook Flip S13 UX371EA Core i7 1165G7 16GB 1TB SSD Intel Full HD Laptop,0.0
3822,1.8 KG,نوت بوک (لپ تاپ),15.6,TFT HD,768 * 1366,INTEL,Core i3,i3-1005 G1,4.0,2622464.0,SSDHDD,SSD NVMe,Nvidia Gforce,GeForce® MX130,,,,لپ تاپ ایسوس 15.6 اینچی مدل X515JF پردازنده Core i3 1005G1 رم 4GB حافظه 1TB 256GB SSD گرافیک 2GB,X515JF Core i3 1005G1 4GB 1TB 256GB SSD 2GB MX130 HD Laptop,0.0
3823,1.8 KG,نوت بوک (لپ تاپ),15.6,HD,768 * 1366,INTEL,Core i7,i7 1165G7,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX330,,,,لپ تاپ ایسوس 15.6 اینچی HD مدل X515EP پردازنده Core i7 1165G7 رم 8GB حافظه 512GB SSD گرافیک 2GB,X515EP Core i7 1165G7 8GB 512GB SSD 2GB MX330 HD Laptop,0.0
3824,1.8 KG,نوت بوک (لپ تاپ),15.6,TFT HD,768 * 1366,INTEL,Core i3,i3-1005 G1,12.0,2622464.0,SSDHDD,SSD NVMe,Nvidia Gforce,GeForce® MX130,,,,لپ تاپ ایسوس 15.6 اینچی مدل X515JF پردازنده Core i3 1005G1 رم 12GB حافظه 1TB 256GB SSD گرافیک 2GB,X515JF Core i3 1005G1 12GB 1TB 256GB SSD 2GB MX130 HD Laptop,0.0
3825,1.8 KG,نوت بوک (لپ تاپ),15.6,HD,768 * 1366,INTEL,Core i7,i7 1165G7,12.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX330,,,,لپ تاپ ایسوس 15.6 اینچی HD مدل X515EP پردازنده Core i7 1165G7 رم 12GB حافظه 512GB SSD گرافیک 2GB,X515EP Core i7 1165G7 12GB 512GB SSD 2GB MX330 HD Laptop,0.0
3826,1.14 KG,نوت بوک (لپ تاپ),13.3,IPS / OLED,1080 * 1920,AMD,Ryzen 7,,8.0,1024.0,SSD,,AMD,Radeon Vega8,,,,لپ تاپ ایسوس 13 اینچی مدل ZenBook UM325UA OLED SCREEN پردازنده Ryzen 7 5700U  رم 8GB حافظه 1TB SSD گرافیک Vega8,ASUS ZenBook UM325UA OLED SCREEN Ryzen 7 5700U 8GB 1TB SSD Vega8 Full HD Laptop,0.0
3827,1.9 KG,نوت بوک (لپ تاپ),16.0,WUXGA (2560 x 1600) IPS,1080 * 1920,INTEL,Core i7,i7-11800H,16.0,1024.0,SSD,SSD NVMe,Nvidia,NVIDIA GeForce RTX 3050TI,,,,لپ تاپ ایسوس 16 اینچی مدل ROG Zephyrus M16 GU603HE پردازنده Core i7 11800H رم 16GB حافظه 1TB SSD گرافیک 4GB 3050TI,ROG Zephyrus GU603HE Core i7 11800H 16GB 1TB SSD 4GB 3050TI WUXGA Laptop,0.0
3828,1.8 KG,نوت بوک (لپ تاپ),15.6,Full HD,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,5243904.0,SSDHDD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX330,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i5 1135G7 رم 8GB حافظه 1TB 512GB SSD گرافیک 2GB,VivoBook R565EP Core i5 1135G7 8GB 1TB 512GB SSD 2GB Full HD Laptop,0.0
3829,2.3 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5-11260H,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce RTX3050,,,,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HC پردازنده Core i5 11260H رم 16GB حافظه 512GB SSD گرافیک 4GB RTX3050,TUF Gaming FX506HC Core i5 11260H 16GB 512GB SSD 4GB RTX3050 Full HD Laptop,0.0
3830,1.8 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i5,i5-1135G7,20.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX330,,,,لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i5 1135G7 رم 20GB حافظه 512GB SSD گرافیک 2GB,X515EP Core i5 1135G7 20GB 512GB SSD 2GB MX330 FHD Laptop,0.0
3831,1.9 KG,نوت بوک (لپ تاپ),16.0,WUXGA (2560 x 1600) IPS,1080 * 1920,INTEL,Core i7,i7-11800H,16.0,524288.0,SSD,SSD NVMe,Nvidia,NVIDIA GeForce RTX 3050TI,,,,لپ تاپ ایسوس 16 اینچی مدل ROG Zephyrus M16 GU603HE پردازنده Core i7 11800H رم 16GB حافظه 512GB SSD گرافیک 4GB 3050TI,ROG Zephyrus GU603HE Core i7 11800H 16GB 512GB SSD 4GB 3050TI WUXGA Laptop,0.0
3832,1.9 KG,نوت بوک (لپ تاپ),16.0,WUXGA (2560 x 1600) IPS,1080 * 1920,INTEL,Core i7,i7-11800H,24.0,1024.0,SSD,SSD NVMe,Nvidia,NVIDIA GeForce RTX 3050TI,,,,لپ تاپ ایسوس 16 اینچی مدل ROG Zephyrus M16 GU603HE پردازنده Core i7 11800H رم 24GB حافظه 1TB SSD گرافیک 4GB 3050TI,ROG Zephyrus GU603HE Core i7 11800H 24GB 1TB SSD 4GB 3050TI WUXGA Laptop,0.0
3833,1.8 KG,نوت بوک (لپ تاپ),15.6,HD,768 * 1366,INTEL,Core i7,i7 1165G7,24.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX330,,,,لپ تاپ ایسوس 15.6 اینچی HD مدل X515EP پردازنده Core i7 1165G7 رم 24GB حافظه 512GB SSD گرافیک 2GB,X515EP Core i7 1165G7 24GB 512GB SSD 2GB MX330 HD Laptop,0.0
3834,1.8 KG,نوت بوک (لپ تاپ),15.6,HD,768 * 1366,INTEL,Core i7,i7 1165G7,24.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX330,,,,لپ تاپ ایسوس 15.6 اینچی HD مدل X515EP پردازنده Core i7 1165G7 رم 24GB حافظه 1TB SSD گرافیک 2GB,X515EP Core i7 1165G7 24GB 1TB SSD 2GB MX330 HD Laptop,0.0
3835,1.9 KG,نوت بوک (لپ تاپ),16.0,WUXGA (1920 x 1200) IPS,,INTEL,Core i7,i7-11800H,40.0,1024.0,SSD,SSD NVMe,Nvidia,NVIDIA GeForce RTX 3050TI,,,,لپ تاپ ایسوس 16 اینچی مدل ROG Zephyrus M16 GU603HE پردازنده Core i7 11800H رم 40GB حافظه 1TB SSD گرافیک 4GB 3050TI,ROG Zephyrus GU603HE Core i7 11800H 40GB 1TB SSD 4GB 3050TI WUXGA Laptop,0.0
3836,1.8 KG,نوت بوک (لپ تاپ),15.6,HD,768 * 1366,INTEL,Core i7,i7 1165G7,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX330,,,,لپ تاپ ایسوس 15.6 اینچی HD مدل X515EP پردازنده Core i7 1165G7 رم 16GB حافظه 1TB SSD گرافیک 2GB,X515EP Core i7 1165G7 16GB 1TB SSD 2GB MX330 HD Laptop,0.0
3837,1.9 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i5,i5-9300H,12.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K571GT پردازنده Core i5 رم 12GB حافظه 512GB SSD گرافیک 4GB 1650,VivoBook K571GT Core i5 9300H 12GB 512GB SSD 4GB 1650 Full HD Laptop,0.0
3838,1.8 KG,نوت بوک (لپ تاپ),15.6,HD,768 * 1366,INTEL,Core i7,i7 1165G7,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX330,,,,لپ تاپ ایسوس 15.6 اینچی HD مدل X515EP پردازنده Core i7 1165G7 رم 16GB حافظه 512GB SSD گرافیک 2GB,X515EP Core i7 1165G7 16GB 512GB SSD 2GB MX330 HD Laptop,0.0
3839,1.9 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i5,i5-9300H,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K571GT پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک 4GB 1650,VivoBook K571GT Core i5 9300H 8GB 512GB SSD 4GB 1650 Full HD Laptop,0.0
3840,1.9 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i5,i5-9300H,20.0,5243904.0,SSDHDD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook K571GT پردازنده Core i5 رم 20GB حافظه 1TB 512GB SSD گرافیک 4GB 1650,VivoBook K571GT Core i5 9300H 20GB 1TB 512GB SSD 4GB 1650 Full HD Laptop,0.0
